ct_ab_ph_workers_camp;City Worker's Camp;Ville Le Camp Des Travailleurs;Stadt Arbeiterlager;;Campamento De Los Trabajadores Ciudad;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_1_desc;A Caitiff Recognized Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_2;Partially Constructed Caitiff Significant Court;Partiellement construit Caitiff Significant Court;Partiell Konstruiert Caitiff Significant Court;;Parcialmente construida Caitiff Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_2_desc;A Caitiff Significant Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_3;Partially Constructed Caitiff Sanctioned Court;Partiellement construit Caitiff Sanctioned Court;Partiell Konstruiert Caitiff Sanctioned Court;;Parcialmente construida Caitiff Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_3_desc;A Caitiff Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_4;Partially Constructed Caitiff Established Court;Partiellement construit Caitiff Established Court;Partiell Konstruiert Caitiff Established Court;;Parcialmente construida Caitiff Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_4_desc;A Caitiff Established Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_5;Partially Constructed Caitiff Noteworthy Court;Partiellement construit Caitiff Noteworthy Court;Partiell Konstruiert Caitiff Noteworthy Court;;Parcialmente construida Caitiff Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_5_desc;A Caitiff Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_6;Partially Constructed Caitiff Prominent Court;Partiellement construit Caitiff Prominent Court;Partiell Konstruiert Caitiff Prominent Court;;Parcialmente construida Caitiff Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_6_desc;A Caitiff Prominent Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_7;Partially Constructed Caitiff Eminent Court;Partiellement construit Caitiff Eminent Court;Partiell Konstruiert Caitiff Eminent Court;;Parcialmente construida Caitiff Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_caitiff_eminence_7_desc;A Caitiff Eminent Court is under construction here and will be completed in approximately 1 days.;Un Caitiff Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Caitiff Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Caitiff Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_emiinence_8;Partially Constructed Cappadocian Preeminent Court;Partiellement construit Cappadocian Preeminent Court;Partiell Konstruiert Cappadocian Preeminent Court;;Parcialmente construida Cappadocian Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_emiinence_8_desc;A Cappadocian Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_1;Partially Constructed Cappadocian Recognized Court;Partiellement construit Cappadocian Recognized Court;Partiell Konstruiert Cappadocian Recognized Court;;Parcialmente construida Cappadocian Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_1_desc;A Cappadocian Recognized Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_2;Partially Constructed Cappadocian Significant Court;Partiellement construit Cappadocian Significant Court;Partiell Konstruiert Cappadocian Significant Court;;Parcialmente construida Cappadocian Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_2_desc;A Cappadocian Significant Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_3;Partially Constructed Cappadocian Sanctioned Court;Partiellement construit Cappadocian Sanctioned Court;Partiell Konstruiert Cappadocian Sanctioned Court;;Parcialmente construida Cappadocian Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_3_desc;A Cappadocian Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_4;Partially Constructed Cappadocian Established Court;Partiellement construit Cappadocian Established Court;Partiell Konstruiert Cappadocian Established Court;;Parcialmente construida Cappadocian Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_4_desc;A Cappadocian Established Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_5;Partially Constructed Cappadocian Noteworthy Court;Partiellement construit Cappadocian Noteworthy Court;Partiell Konstruiert Cappadocian Noteworthy Court;;Parcialmente construida Cappadocian Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_5_desc;A Cappadocian Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_6;Partially Constructed Cappadocian Prominent Court;Partiellement construit Cappadocian Prominent Court;Partiell Konstruiert Cappadocian Prominent Court;;Parcialmente construida Cappadocian Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_6_desc;A Cappadocian Prominent Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_7;Partially Constructed Cappadocian Eminent Court;Partiellement construit Cappadocian Eminent Court;Partiell Konstruiert Cappadocian Eminent Court;;Parcialmente construida Cappadocian Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_cappadocian_eminence_7_desc;A Cappadocian Eminent Court is under construction here and will be completed in approximately 1 days.;Un Cappadocian Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Cappadocian Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Cappadocian Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_emiinence_8;Partially Constructed Einherjar Preeminent Court;Partiellement construit Einherjar Preeminent Court;Partiell Konstruiert Einherjar Preeminent Court;;Parcialmente construida Einherjar Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_emiinence_8_desc;A Einherjar Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_1;Partially Constructed Einherjar Recognized Court;Partiellement construit Einherjar Recognized Court;Partiell Konstruiert Einherjar Recognized Court;;Parcialmente construida Einherjar Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_1_desc;A Einherjar Recognized Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_2;Partially Constructed Einherjar Significant Court;Partiellement construit Einherjar Significant Court;Partiell Konstruiert Einherjar Significant Court;;Parcialmente construida Einherjar Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_2_desc;A Einherjar Significant Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_3;Partially Constructed Einherjar Sanctioned Court;Partiellement construit Einherjar Sanctioned Court;Partiell Konstruiert Einherjar Sanctioned Court;;Parcialmente construida Einherjar Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_3_desc;A Einherjar Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_4;Partially Constructed Einherjar Established Court;Partiellement construit Einherjar Established Court;Partiell Konstruiert Einherjar Established Court;;Parcialmente construida Einherjar Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_4_desc;A Einherjar Established Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_5;Partially Constructed Einherjar Noteworthy Court;Partiellement construit Einherjar Noteworthy Court;Partiell Konstruiert Einherjar Noteworthy Court;;Parcialmente construida Einherjar Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_5_desc;A Einherjar Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_6;Partially Constructed Einherjar Prominent Court;Partiellement construit Einherjar Prominent Court;Partiell Konstruiert Einherjar Prominent Court;;Parcialmente construida Einherjar Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_6_desc;A Einherjar Prominent Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_7;Partially Constructed Einherjar Eminent Court;Partiellement construit Einherjar Eminent Court;Partiell Konstruiert Einherjar Eminent Court;;Parcialmente construida Einherjar Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_einherjar_eminence_7_desc;A Einherjar Eminent Court is under construction here and will be completed in approximately 1 days.;Un Einherjar Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Einherjar Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Einherjar Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_emiinence_8;Partially Constructed Follower of Set Preeminent Court;Partiellement construit Follower of Set Preeminent Court;Partiell Konstruiert Follower of Set Preeminent Court;;Parcialmente construida Follower of Set Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_emiinence_8_desc;A Follower of Set Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_1;Partially Constructed Follower of Set Recognized Court;Partiellement construit Follower of Set Recognized Court;Partiell Konstruiert Follower of Set Recognized Court;;Parcialmente construida Follower of Set Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_1_desc;A Follower of Set Recognized Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_2;Partially Constructed Follower of Set Significant Court;Partiellement construit Follower of Set Significant Court;Partiell Konstruiert Follower of Set Significant Court;;Parcialmente construida Follower of Set Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_2_desc;A Follower of Set Significant Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_3;Partially Constructed Follower of Set Sanctioned Court;Partiellement construit Follower of Set Sanctioned Court;Partiell Konstruiert Follower of Set Sanctioned Court;;Parcialmente construida Follower of Set Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_3_desc;A Follower of Set Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_4;Partially Constructed Follower of Set Established Court;Partiellement construit Follower of Set Established Court;Partiell Konstruiert Follower of Set Established Court;;Parcialmente construida Follower of Set Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_4_desc;A Follower of Set Established Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_5;Partially Constructed Follower of Set Noteworthy Court;Partiellement construit Follower of Set Noteworthy Court;Partiell Konstruiert Follower of Set Noteworthy Court;;Parcialmente construida Follower of Set Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_5_desc;A Follower of Set Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_6;Partially Constructed Follower of Set Prominent Court;Partiellement construit Follower of Set Prominent Court;Partiell Konstruiert Follower of Set Prominent Court;;Parcialmente construida Follower of Set Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_6_desc;A Follower of Set Prominent Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_7;Partially Constructed Follower of Set Eminent Court;Partiellement construit Follower of Set Eminent Court;Partiell Konstruiert Follower of Set Eminent Court;;Parcialmente construida Follower of Set Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_followerofset_eminence_7_desc;A Follower of Set Eminent Court is under construction here and will be completed in approximately 1 days.;Un Follower of Set Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Follower of Set Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Follower of Set Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_emiinence_8;Partially Constructed Gangrel Preeminent Court;Partiellement construit Gangrel Preeminent Court;Partiell Konstruiert Gangrel Preeminent Court;;Parcialmente construida Gangrel Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_emiinence_8_desc;A Gangrel Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_1;Partially Constructed Gangrel Recognized Court;Partiellement construit Gangrel Recognized Court;Partiell Konstruiert Gangrel Recognized Court;;Parcialmente construida Gangrel Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_1_desc;A Gangrel Recognized Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_2;Partially Constructed Gangrel Significant Court;Partiellement construit Gangrel Significant Court;Partiell Konstruiert Gangrel Significant Court;;Parcialmente construida Gangrel Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_2_desc;A Gangrel Significant Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_3;Partially Constructed Gangrel Sanctioned Court;Partiellement construit Gangrel Sanctioned Court;Partiell Konstruiert Gangrel Sanctioned Court;;Parcialmente construida Gangrel Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_3_desc;A Gangrel Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_4;Partially Constructed Gangrel Established Court;Partiellement construit Gangrel Established Court;Partiell Konstruiert Gangrel Established Court;;Parcialmente construida Gangrel Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_4_desc;A Gangrel Established Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_5;Partially Constructed Gangrel Noteworthy Court;Partiellement construit Gangrel Noteworthy Court;Partiell Konstruiert Gangrel Noteworthy Court;;Parcialmente construida Gangrel Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_5_desc;A Gangrel Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_6;Partially Constructed Gangrel Prominent Court;Partiellement construit Gangrel Prominent Court;Partiell Konstruiert Gangrel Prominent Court;;Parcialmente construida Gangrel Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_6_desc;A Gangrel Prominent Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_7;Partially Constructed Gangrel Eminent Court;Partiellement construit Gangrel Eminent Court;Partiell Konstruiert Gangrel Eminent Court;;Parcialmente construida Gangrel Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_gangrel_eminence_7_desc;A Gangrel Eminent Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_emiinence_8;Partially Constructed Gargoyle Preeminent Court;Partiellement construit Gargoyle Preeminent Court;Partiell Konstruiert Gargoyle Preeminent Court;;Parcialmente construida Gargoyle Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_emiinence_8_desc;A Gargoyle Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Gargoyle Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Gargoyle Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gargoyle Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_1;Partially Constructed Gargoyle Recognized Court;Partiellement construit Gargoyle Recognized Court;Partiell Konstruiert Gargoyle Recognized Court;;Parcialmente construida Gargoyle Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_1_desc;A Gargoyle Recognized Court is under construction here and will be completed in approximately 1 days.;Un Gargoyle Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Gargoyle Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gargoyle Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_2;Partially Constructed Gargoyle Significant Court;Partiellement construit Gargoyle Significant Court;Partiell Konstruiert Gargoyle Significant Court;;Parcialmente construida Gargoyle Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_2_desc;A Gargoyle Significant Court is under construction here and will be completed in approximately 1 days.;Un Gargoyle Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Gargoyle Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gargoyle Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_3;Partially Constructed Gargoyle Sanctioned Court;Partiellement construit Gargoyle Sanctioned Court;Partiell Konstruiert Gargoyle Sanctioned Court;;Parcialmente construida Gargoyle Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_3_desc;A Gargoyle Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Gargoyle Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Gargoyle Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gargoyle Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_gargoyle_eminence_4;Partially Constructed Gargoyle Established Court;Partiellement construit Gargoyle Established Court;Partiell Konstruiert Gargoyle Established Court;;Parcialmente construida Gargoyle Established Court;;;;;;;;;x
